inp0;inp1;inp2;inp3;inp4;inp5;inp6;inp7;out0
0.511849192100539;0.361736993035641;0.311024038970666;0.513039568345324;0.454654067557293;0.322033893311847;0.499057205125724;0.280046389589321;0.211864406779661
0.463195691202873;0.312167144612864;0.360796357089908;0.453125;0.326382100575649;0.3154729321328;0.484286606237079;0.264278671296468;0.161016949152542
0.542010771992819;0.303700669124676;0.346500052949275;0.451214028776978;0.370587596394048;0.284855111559252;0.563167820029154;0.276374127685492;0.177966101694915
0.522980251346499;0.308616687150075;0.326167531504818;0.464366007194245;0.426740523514717;0.265172222807981;0.638906344279111;0.294197738683644;0.177966101694915
0.448833034111311;0.247029905776321;0.374033675738642;0.422212230215827;0.386227870098838;0.26845270600458;0.633563802028426;0.295215009419652;0.127118644067797
0.394793536804309;0.200464290591288;0.429736312612517;0.378597122302158;0.316389703486478;0.268999454942088;0.628535510749419;0.293249287833742;0.0932203389830508
0.386175942549372;0.167281168919842;0.482791485756645;0.351506294964029;0.222222222222222;0.272279927710322;0.598365799040424;0.281296471826566;0.0932203389830508
0.351166965888689;0.157722244981565;0.479190935084189;0.351506294964029;0.220918866080156;0.258064512691447;0.638906344279111;0.286147296985732;0.076271186440678
0.320825852782765;0.123037006691247;0.532457905326697;0.325989208633094;0.173129140871076;0.257517768968132;0.634820853868554;0.283498818276586;0.0677966101694915
0.26032315978456;0.0969547999453776;0.585830774118395;0.30744154676259;0.121755186271315;0.248769822467502;0.641420495912793;0.277067114121458;0.0423728813559322
0.300718132854578;0.070326368974464;0.676056338028169;0.283723021582734;0.0872162485065711;0.265172217593788;0.590823380104454;0.269689336488649;0.0508474576271186
0.29048473967684;0.0928581182575447;0.599915281160648;0.301371402877698;0.108830237862496;0.253143793110731;0.615336262626007;0.269071400642343;0.0508474576271186
0.35673249551167;0.154991123856343;0.494652123265911;0.35431654676259;0.221027479091995;0.247676324592507;0.633878053000092;0.272218984760326;0.0847457627118644
0.492639138240574;0.282124812235423;0.344805676162237;0.434352517985612;0.382535027696318;0.259704754289757;0.60653676787319;0.271758856221228;0.161016949152542
0.505385996409336;0.315171377850608;0.320660806946945;0.463916366906475;0.350494189203867;0.254237285771533;0.646448751226721;0.285596237110334;0.177966101694915
0.420825852782765;0.242523555919705;0.379540400296516;0.402315647482014;0.277506245248181;0.260798246950559;0.618164677219728;0.278790136227492;0.135593220338983
0.381687612208259;0.206882425235559;0.425923964841682;0.364545863309353;0.195286195286195;0.254237280557339;0.612822122980684;0.269005770152034;0.11864406779661
0.422800718132855;0.213573671992353;0.414804617176745;0.382306654676259;0.192462256978386;0.232914155421949;0.724072889201948;0.298273887993466;0.127118644067797
0.45834829443447;0.265055305202786;0.355925023827174;0.443232913669065;0.251113283371348;0.206123559161232;0.845380273946328;0.319880228350987;0.152542372881356
0.519748653500898;0.355182302335109;0.280101662607222;0.530238309352518;0.354295644618225;0.199562600589292;0.904776860530766;0.336651725695071;0.23728813559322
0.475942549371634;0.300013655605626;0.321825690988033;0.492580935251799;0.315086347344412;0.206670313312912;0.887806396945195;0.338702155852534;0.177966101694915
0.462836624775583;0.288542946879694;0.330615270570793;0.467513489208633;0.319648093841642;0.236741387556052;0.779069782357614;0.328515116022389;0.177966101694915
0.528366247755835;0.347671719240748;0.29058561897702;0.525067446043165;0.383621157814706;0.238381629154356;0.734757985691665;0.309732016981045;0.23728813559322
0.670377019748653;0.510856206472757;0.201842634755904;0.688848920863309;0.515911806234387;0.250956802574934;0.691389049836002;0.303888668979534;0.398305084745763
0.810233393177738;0.603304656561519;0.161071693317802;0.80103417266187;0.64429238622787;0.235647894895244;0.755813963664536;0.316289982642781;0.576271186440678
0.712926391382406;0.557558377714052;0.178227258286561;0.737522482014389;0.622461170848268;0.235647889681061;0.73632934844527;0.307197135292784;0.508474576271186
